지역구,지역동,아파트명,최저 시세,최고 시세,세대 수,동 수,최소 전용면적,최대 전용면적,초등학교까지의 거리
강서구,가양동,대림경동,160000,181000,540,6,154.17,154.17,2
강서구,가양동,동신대아,160000,230000,660,10,122.42,192.15,7
강서구,가양동,디아이빌,,,30,2,95.96,96.79,5
강서구,가양동,리버아트빌(도시형),,,10,1,34.9,35.04,6
강서구,가양동,마곡보타닉,68000,75000,27,1,64.37,77.78,5
강서구,가양동,마곡파크뷰,,,28,2,26.23,26.23,2
강서구,가양동,보광드림타운,90000,102000,39,1,102.94,148.94,2
강서구,가양동,보람,110000,120000,120,2,77.36,106.44,5
강서구,가양동,보타닉스타뷰,,,12,1,30.28,44.08,2
강서구,가양동,삼성블루밍,,,16,1,31.71,37.24,2
강서구,가양동,세종보타닉2차(주상복합),,,20,1,28.95,36.38,4
강서구,가양동,시정헌(도시형),,,40,1,21.89,24.72,5
강서구,가양동,씨엘하임,,,12,1,44.21,59.2,2
강서구,가양동,아트리버빌(239-8도시형),,,19,1,25.35,39.03,5
강서구,가양동,아트리버빌5차(도시형),,,17,1,26.63,35.4,5
강서구,가양동,우방,78000,100000,137,1,82.58,109.31,3
강서구,가양동,일신건영휴먼빌,110000,120000,177,3,77.57,105.11,5
강서구,가양동,한강타운,125000,150000,990,11,103.29,103.29,8
강서구,가양동,한림타운(주상복합),69000,69000,19,1,104.39,104.42,4
강서구,가양동,한보구암마을,78000,130000,359,4,74.78,106.55,4
강서구,가양동,향교,,,13,1,57.19,82.68,3
강서구,공항동,강서센트레빌4차,86000,120000,215,3,75.84,146.61,6
강서구,공항동,공항빌리지(도시형),,,10,1,23.63,42.48,8
강서구,공항동,남성아트빌(도시형),,,25,2,32.07,57.22,8
강서구,공항동,동승스톤빌(도시형),,,13,1,16.13,57.32,13
강서구,공항동,마곡대림밸리(도시형),,,20,1,29.27,35.97,16
강서구,공항동,마이바움(도시형),,,21,1,20.73,22.88,7
강서구,공항동,발쿠치네하우스,21000,35520,45,1,25.99,134.6,5
강서구,공항동,삼우,,,18,1,56.2,72.77,3
강서구,공항동,세종에어포트원(주상복합),,,18,1,26.04,31.53,1
강서구,공항동,송정제이빌,98000,98000,38,2,94.44,209.48,5
강서구,공항동,스카이,,,19,1,55.18,125.62,6
강서구,공항동,에스엠파크빌(도시형),27900,27900,55,3,28.34,49.42,4
강서구,공항동,에어포트힐(민간임대도시형),,,12,1,17.6,64.45,12
강서구,공항동,올림푸스(도시형),,,14,1,44.01,49.46,9
강서구,공항동,우성(민간임대도시형),,,22,1,15.9,25.81,5
강서구,공항동,웰스캐슬(도시형),,,50,3,30.21,53.36,5
강서구,공항동,위하우스(55-250도시형),,,15,1,30.91,43.82,11
강서구,공항동,위하우스(651-4도시형),,,15,1,38.44,45.45,10
강서구,공항동,위하우스(673-2도시형),,,15,1,43.49,44.77,17
강서구,공항동,위하우스(679-7도시형),,,19,1,31.03,66.2,17
강서구,공항동,위하우스(683-11도시형),,,15,1,43.35,45.16,14
강서구,공항동,위하우스(도시형),,,40,2,31.63,33.2,17
강서구,공항동,장미,,,19,1,67.56,100.31,9
강서구,공항동,중앙빌(민간임대도시형),,,11,1,19.14,48.72,9
강서구,공항동,청성스카이,77000,77000,19,1,98.73,190.88,6
강서구,공항동,해태,80000,90000,111,2,79.49,112.33,15
강서구,공항동,호영아트빌(민간임대도시형),,,16,1,16.39,22.1,12
강서구,내발산동,강서월드메르디앙,90000,115000,160,3,76.21,141.38,11
강서구,내발산동,강성레스트빌,,,36,1,74.88,106.07,4
강서구,내발산동,광남,,,18,1,59.36,96.86,7
강서구,내발산동,그린,,,19,1,86.73,194.46,7
강서구,내발산동,그린씨티,38000,70000,35,1,55.31,103.81,2
강서구,내발산동,금강,60000,60000,37,1,71.76,142.24,3
강서구,내발산동,길성그랑프리텔,72000,92000,194,2,92.06,108.79,1
강서구,내발산동,낙원,68000,68000,32,1,86.18,98.38,6
강서구,내발산동,내발산우신웨스트빌,,,49,1,72.83,175.68,4
강서구,내발산동,내츄럴1차,,,19,1,59.77,86.91,3
강서구,내발산동,내츄럴2차,95000,95000,19,1,90,112.37,4
강서구,내발산동,내츄럴3차,85000,85000,62,1,101.97,101.99,4
강서구,내발산동,내츄럴4차,,,18,1,64.68,94.83,5
강서구,내발산동,다울,,,18,1,72.45,83.36,4
강서구,내발산동,다울아크로빌,105000,105000,19,1,155.76,214.25,5
강서구,내발산동,대성유니드,67000,67000,48,1,56.6,91.63,1
강서구,내발산동,동건우장산센트레빌,,,26,2,38.22,56.29,6
강서구,내발산동,롯데,69900,115000,102,1,71.99,137.08,6
강서구,내발산동,마곡더샵(도시형),,,20,1,25.23,34.94,3
강서구,내발산동,마곡수명산파크1단지,122000,150000,1421,16,107.45,107.82,10
강서구,내발산동,마곡수명산파크2단지,128000,150000,629,9,108.37,109.13,6
강서구,내발산동,마곡수명산파크3단지,123000,140000,518,8,108.59,108.91,3
강서구,내발산동,마곡수명산파크4단지,95000,140000,919,14,79.38,111.66,2
강서구,내발산동,마곡수명산파크5단지,93000,130000,948,19,80.21,80.32,6
강서구,내발산동,마곡수명산파크6단지,115000,130000,399,6,66.73,108.18,6
강서구,내발산동,마곡수명산파크7단지,90000,120000,643,10,109.15,109.76,9
강서구,내발산동,마곡수명산파크8단지,115000,150000,115,7,105.85,106.34,10
강서구,내발산동,명덕,,,16,1,76.49,100.56,1
강서구,내발산동,명진에버그린,,,19,1,103.22,103.33,3
강서구,내발산동,보람,,,69,1,99.5,105.13,8
강서구,내발산동,보람하이빌,75000,75000,15,1,59.93,96.21,2
강서구,내발산동,삼대에코빌,63000,63000,15,1,95.23,95.69,7
강서구,내발산동,상산노블레스빌,73000,80000,12,1,108.27,117.61,8
강서구,내발산동,새신아,,,18,1,50.46,91.34,4
강서구,내발산동,수명산태송팰리채,70000,85000,48,1,81.15,104.09,4
강서구,내발산동,수산오성,80000,85000,85,1,101.66,114.33,5
강서구,내발산동,스페이스빌(도시형),,,29,2,36.72,71.59,4
강서구,내발산동,신세계1차,70000,70000,19,1,90.63,97.18,6
강서구,내발산동,신세계2차,63000,67000,19,1,79.82,91.3,6
강서구,내발산동,신세계3차,75000,84000,39,1,105.25,165.71,6
강서구,내발산동,신세계4차,,,24,1,90.63,90.63,5
강서구,내발산동,신세계5차,,,25,1,94.97,102.69,4
강서구,내발산동,에스엠파크뷰(도시형),31000,32000,29,2,26.28,30.3,2
강서구,내발산동,에이지에스드림,,,15,1,67.13,81.75,3
강서구,내발산동,예스빌,,,19,1,76.18,97.36,6
강서구,내발산동,우장산롯데2차,89000,120000,157,3,74.59,141.43,8
강서구,내발산동,우장산월드메르디앙,95000,95000,80,1,105.3,105.3,6
강서구,내발산동,우장산타워빌,,,62,1,69.19,177.08,1
강서구,내발산동,우장산태승훼미리,53000,53000,42,1,86.64,100.9,5
강서구,내발산동,우장산한울에이치밸리움,,,67,1,64.78,70.41,13
강서구,내발산동,우장산힐스테이트,115000,210000,2198,40,79.32,158.65,3
강서구,내발산동,원다벨라빌,73000,80000,48,1,87.9,119.92,5
강서구,내발산동,원당,,,19,1,80.89,83.21,13
강서구,내발산동,이너스,,,36,2,83.03,102.55,6
강서구,내발산동,이너스내안에,42000,42000,18,1,61.98,77.3,4
강서구,내발산동,제이월드,65000,65000,19,1,95.9,182.2,5
강서구,내발산동,중앙타워빌,,,29,1,49.16,89.91,3
강서구,내발산동,쥬리앙,60000,65000,18,1,84.26,120.86,11
강서구,내발산동,진주케슬(도시형),,,16,2,64.27,65.44,4
강서구,내발산동,진한,75000,75000,16,1,75.48,136.67,5
강서구,내발산동,천우네오젠(663-2),58000,61000,19,1,83.84,96.81,5
강서구,내발산동,천우네오젠(665-17주상복합),,,18,1,103.62,103.62,4
강서구,내발산동,천우네오젠(670-17),,,19,1,96.6,101.91,6
강서구,내발산동,천우네오젠(674-33),80000,80000,19,1,125.82,127.75,4
강서구,내발산동,천우네오젠(693),,,19,1,148.24,206.06,13
강서구,내발산동,천우네오젠(도시형),,,20,1,29.59,34.96,3
강서구,내발산동,천우명덕,,,19,1,100.32,100.32,3
강서구,내발산동,천우에이스빌,,,6,1,62.61,100.25,6
강서구,내발산동,천우캐슬,50000,50000,14,1,89.14,114.23,3
강서구,내발산동,청솔(103동),,,11,1,71.34,109.38,2
강서구,내발산동,청솔(673-14),87000,100000,19,1,116.09,167.19,5
강서구,내발산동,청솔(673-2),,,35,1,95.91,103.66,5
강서구,내발산동,청솔샤르망,85000,90000,194,4,81.69,166.5,2
강서구,내발산동,청솔수,80000,98000,81,1,93.1,160.48,2
강서구,내발산동,청솔숲속마을,80000,85000,125,2,78.55,127.47,1
강서구,내발산동,청솔파인힐,80000,80000,43,1,90.03,106.3,4
강서구,내발산동,청솔해오름,75000,80000,30,1,102.69,143.83,11
강서구,내발산동,청우그린타운,38000,60000,8,1,72.55,73.41,5
강서구,내발산동,타워힐,90000,92000,51,1,115.76,115.76,10
강서구,내발산동,태승훼미리,,,64,1,102.71,108.07,6
강서구,내발산동,태승훼미리2차,89000,89000,65,1,96.47,123.94,8
강서구,내발산동,태승훼미리3차,,,43,1,69.71,103.26,3
강서구,내발산동,태승훼미리5차(주상복합),77000,77000,38,1,78.27,87.84,3
강서구,내발산동,태일,60000,60000,13,1,74.99,96.17,5
강서구,내발산동,태청,,,18,1,83.92,94.7,5
강서구,내발산동,한서1차,,,19,1,100.96,100.98,4
강서구,내발산동,한서2차,,,13,1,77.66,97.24,3
강서구,내발산동,한서3차,,,14,1,79.64,93.1,7
강서구,내발산동,한신위너스(651-5도시형),,,20,1,22.09,35.49,11
강서구,내발산동,한신위너스(710-28도시형),,,18,1,32.67,51.84,5
강서구,내발산동,한신주아빌(도시형),,,18,1,24.52,48.24,4
강서구,내발산동,한울앤하우스,68000,68000,19,1,122.79,122.94,5
강서구,내발산동,현대파크,46000,50000,18,1,62.02,83.63,5
강서구,내발산동,홍익,77000,77000,18,1,126.25,139.57,3
강서구,등촌동,e-편한대림,120000,150000,222,4,108.97,146.02,1
강서구,등촌동,강서,88000,88000,18,1,108.73,156.14,4
강서구,등촌동,거산파크빌(도시형),,,16,1,0,0,10
강서구,등촌동,경남파크빌(도시형),,,44,3,20.17,52.27,5
강서구,등촌동,그레이스힐(주상복합),,,182,1,50.09,114.89,
강서구,등촌동,그린임광,70000,120000,168,3,86.85,146.71,3
강서구,등촌동,나성,73000,73000,65,1,77.83,110.02,5
강서구,등촌동,다울,,,38,1,82.95,101.6,8
강서구,등촌동,대동황토방1차,90000,90000,241,3,79.12,148.89,6
강서구,등촌동,대동황토방2차,98000,142000,196,4,74.59,140.73,4
강서구,등촌동,대림아르빌,,,61,1,91.91,106.07,7
강서구,등촌동,더시크릿등촌(도시형),,,20,1,24.34,37.84,3
강서구,등촌동,더자하,,,16,1,24.2,25.3,10
강서구,등촌동,동남II(주상복합),,,20,1,31.22,33.19,7
강서구,등촌동,동양하우징(도시형),3800,33000,78,4,29.49,57.61,13
강서구,등촌동,두보,,,64,1,72.8,75.36,12
강서구,등촌동,두보하이츠,,,213,10,66.24,91.92,6
강서구,등촌동,등촌3차보람쉬움,87000,95000,65,1,108.14,142.28,9
강서구,등촌동,등촌대림,131000,170000,680,8,113.91,151.17,1
강서구,등촌동,등촌동성,115000,160000,457,6,120.65,177.68,1
강서구,등촌동,등촌두산위브,140000,155000,220,4,42.16,105.24,
강서구,등촌동,등촌마을서광,80000,88000,430,6,79.2,107.67,11
강서구,등촌동,등촌보람2차,75000,75000,101,1,75.25,104.98,15
강서구,등촌동,등촌보람6차,80000,80000,35,1,79.28,102.45,5
강서구,등촌동,등촌보람쉬움5차(더하임),,,45,1,76.46,103.45,2
강서구,등촌동,등촌성원,80000,89500,16,1,114.04,183.26,5
강서구,등촌동,등촌스타팰리스,54000,54000,8,1,73.45,73.45,5
강서구,등촌동,등촌신원,73000,82000,68,1,106.4,144.66,13
강서구,등촌동,등촌아이파크,120000,185000,1653,29,105.25,296.19,1
강서구,등촌동,등촌역삼익퀸즈포디엄(도시형),33000,48190,104,2,37.32,54.69,
강서구,등촌동,등촌예비(등마루),,,12,1,79.69,94.91,9
강서구,등촌동,등촌월드메르디앙,80000,115000,145,1,75.8,106.37,2
강서구,등촌동,등촌주공10단지,67000,105500,566,5,55.51,80.06,1
강서구,등촌동,등촌주공2단지,69500,89000,505,6,56.83,70.3,1
강서구,등촌동,등촌주공3단지,69000,130000,1016,9,53.61,79.91,1
강서구,등촌동,등촌주공5단지,72000,120000,1045,9,55.27,78.76,2
강서구,등촌동,등촌주공8단지,65000,75000,445,5,56.83,56.83,1
강서구,등촌동,등촌코오롱,73000,77000,191,1,88.46,108.03,8
강서구,등촌동,등촌파밀리에더클래식,68000,93000,120,2,60.27,115.88,5
강서구,등촌동,등촌현대2차,70000,95000,89,1,85.95,115.7,11
강서구,등촌동,디아인스(도시형),,,40,3,35.37,71.6,8
강서구,등촌동,라움팰리스,,,16,1,31.92,34.46,8
강서구,등촌동,라인,75000,115000,317,3,87.42,117.7,16
강서구,등촌동,라테라스,,,20,1,26.92,40.14,6
강서구,등촌동,마곡루나플라체(도시형),30000,34000,144,1,33.29,33.76,5
강서구,등촌동,메종드NK(도시형),40000,40000,17,1,28.8,30.52,3
강서구,등촌동,문원Stay(민간임대도시형),,,106,1,22.65,43.7,20
강서구,등촌동,미가채(도시형),,,13,1,29.03,63.98,5
강서구,등촌동,미주진로,108000,125000,488,8,105.63,105.63,2
강서구,등촌동,보람,,,55,1,72.57,143.43,8
강서구,등촌동,보람하이빌,,,14,1,89.47,95.89,3
강서구,등촌동,부영,108000,150000,712,7,105.97,105.97,2
강서구,등촌동,삼성,,,19,1,99.65,186.09,6
강서구,등촌동,삼우지엔씨,,,18,1,92.48,98.09,6
강서구,등촌동,삼형그레이스빌,64000,88000,87,1,77.57,151.78,7
강서구,등촌동,서울시니어스가양타워(실버주택주상복합),26000,65000,188,1,52.91,164.1,8
강서구,등촌동,서울시니어스강서타워(주상복합),26000,36400,101,1,51.93,118.64,5
강서구,등촌동,석경트라움(506-10도시형),,,10,1,30.49,34.01,
강서구,등촌동,석경트라움(636-35도시형),46000,46000,24,2,32.82,64.96,8
강서구,등촌동,세심,,,13,1,29.48,120.56,5
강서구,등촌동,신세계,,,19,1,72.82,95.63,3
강서구,등촌동,신송타워(주상복합),65000,72000,70,1,84.82,139.44,5
강서구,등촌동,심미에셈빌,80000,80000,47,1,104.76,105.64,8
강서구,등촌동,씨엘하임(도시형),,,28,1,18.5,18.67,14
강서구,등촌동,아임2030등촌역(도시형),,,285,1,21.4,22.07,6
강서구,등촌동,에스엠피렌체(도시형),,,12,1,35.82,36.87,8
강서구,등촌동,예가채(도시형),,,49,4,36,64.39,4
강서구,등촌동,예지펠리스,65000,65000,16,1,61.52,93.57,8
강서구,등촌동,우당,70000,70000,19,1,95,142.75,5
강서구,등촌동,우성,75000,120000,244,2,55.65,97.06,11
강서구,등촌동,월드하우스(도시형),,,15,1,34.66,47.45,5
강서구,등촌동,유원더블레스(주상복합),,,27,2,18.22,34.18,9
강서구,등촌동,이가채(도시형),,,16,2,34.91,55.1,2
강서구,등촌동,정우,66000,72000,24,1,93.71,120.56,10
강서구,등촌동,지엠벨리(주상복합),,,48,1,31.74,34.56,13
강서구,등촌동,지하우스(도시형),,,16,1,22.68,29.84,10
강서구,등촌동,천우네오젠(507-11),73000,73000,24,1,94.53,114.86,8
강서구,등촌동,천우네오젠(637-18),70000,70000,24,2,89.1,100.05,8
강서구,등촌동,천우네오젠(645-14),68000,70000,18,1,99.5,99.86,5
강서구,등촌동,청솔펠리체,67000,72000,25,1,99.26,99.38,3
강서구,등촌동,코오롱오투빌2차,109000,109000,105,1,80.02,139.21,9
강서구,등촌동,코오롱하늘채,80000,81500,200,3,80.48,104.8,2
강서구,등촌동,태영,75000,115000,186,3,81.02,141.49,10
강서구,등촌동,태진아름,92000,105000,221,3,83.04,145.01,6
강서구,등촌동,풍성애뜨란,48500,60000,29,1,54.57,86.27,8
강서구,등촌동,한사랑삼성1차,80000,105000,244,3,85.56,107.75,6
강서구,등촌동,한사랑삼성2차,84000,110000,339,5,78.5,107.56,8
강서구,등촌동,한울H밸리움2차(도시형),,,16,1,31.65,35.88,9
강서구,등촌동,한울팰리스(주상복합),,,29,2,28.21,57.95,8
강서구,등촌동,해태골든팰리스(주상복합),,,19,1,61.72,96.06,7
강서구,등촌동,현대,78000,87000,170,1,109.08,109.29,9
강서구,등촌동,형지C&C타운(도시형),,,14,1,34.63,50.73,3
강서구,마곡동,갤럭시마곡2(주상복합),,,12,1,34.45,34.53,13
강서구,마곡동,마곡13단지힐스테이트마스터,130000,198500,1194,22,81.53,115.23,4
강서구,마곡동,마곡금호어울림,90000,140000,180,2,109.57,132.02,10
강서구,마곡동,마곡엠밸리10단지,160000,167000,550,8,116.78,116.78,4
강서구,마곡동,마곡엠밸리11단지,127000,170000,347,6,84.94,119.41,3
강서구,마곡동,마곡엠밸리12단지,128000,190000,363,6,85.44,120.13,1
강서구,마곡동,마곡엠밸리14단지,160000,200000,1270,13,114.14,154.24,1
강서구,마곡동,마곡엠밸리15단지,125000,210000,1171,13,82.82,155.97,6
강서구,마곡동,마곡엠밸리1단지,152000,165000,237,4,118.8,119.61,4
강서구,마곡동,마곡엠밸리2단지,160000,210000,408,6,114.26,153.73,5
강서구,마곡동,마곡엠밸리3단지,180000,215000,315,4,115.71,155.98,5
강서구,마곡동,마곡엠밸리4단지,168000,230000,420,7,113.88,154.16,12
강서구,마곡동,마곡엠밸리5단지,163000,220000,439,8,112.01,151.05,5
강서구,마곡동,마곡엠밸리6단지,165000,230000,1466,19,112.61,152.67,2
강서구,마곡동,마곡엠밸리7단지,190000,240000,1004,13,108.8,151.15,8
강서구,마곡동,마곡엠밸리8단지,125000,175000,531,10,84.13,117.9,2
강서구,마곡동,마곡엠밸리9단지,,,1529,19,83.72,118.07,
강서구,마곡동,마곡한솔솔파크,117000,150000,258,6,78.78,110.15,11
강서구,마곡동,마곡후포,70000,70000,19,1,35.34,98.96,7
강서구,마곡동,마곡힐스테이트,130000,220000,603,8,81.33,152.57,5
강서구,마곡동,벽산,80000,130000,479,8,84.02,140.29,12
강서구,마곡동,세종보타닉1차(주상복합),,,20,1,32.83,32.85,5
강서구,마곡동,신안(327-53),103000,125000,234,8,73.92,100.92,9
강서구,마곡동,신안(422),104000,140000,253,3,81.32,129.96,10
강서구,마곡동,청람아트빌(도시형),,,28,2,31.32,35.65,10
강서구,마곡동,청솔씨티빌(도시형),,,8,1,60.62,62.58,12
강서구,방화동,강서센트레빌3차,105000,120000,147,3,80.9,113.4,6
강서구,방화동,개화산경남아너스빌,78000,95000,91,2,87.16,163.22,5
강서구,방화동,개화산동부센트레빌,100000,110000,205,4,79.45,106,1
강서구,방화동,경동팰리스힐(도시형),9700,9900,60,1,19.42,30.25,5
강서구,방화동,그린나래(도시형),,,10,1,57.54,60.5,2
강서구,방화동,길성그랑프리텔,80000,95000,98,1,82.32,114.48,2
강서구,방화동,길훈,78000,110000,112,1,70.92,91.01,9
강서구,방화동,까사지오(도시형),,,20,1,18.04,35.17,8
강서구,방화동,대망드림힐,69000,90000,69,1,78.7,111.48,5
강서구,방화동,도시개발2단지,54000,78000,2547,18,43.5,65.29,2
강서구,방화동,동성,76500,115000,686,9,79.24,104.12,1
강서구,방화동,라테라스,,,20,1,27.01,34.41,1
강서구,방화동,마곡경남아너스빌,90000,120000,90,1,79.08,107,5
강서구,방화동,마곡그랑시엘(주상복합),,,16,1,36.31,36.66,7
강서구,방화동,마곡나루경남,110000,127000,140,1,104.53,104.78,9
강서구,방화동,마곡누리(도시형),36000,36000,28,2,22.65,22.65,4
강서구,방화동,마곡라테라스(도시형),,,20,1,32.44,32.61,8
강서구,방화동,마곡미라클(도시형),27000,43000,29,2,46.7,81.25,
강서구,방화동,마곡보타닉경남아너스빌,95000,105000,116,2,79.76,108.2,9
강서구,방화동,마곡삼성,80000,95000,170,1,77.88,105.39,9
강서구,방화동,마곡서광,70000,90000,284,5,79.28,108.38,5
강서구,방화동,마곡서광2차,90000,98000,154,2,111,148.23,6
강서구,방화동,마곡센트레빌,100000,150000,143,3,64.81,114.97,6
강서구,방화동,마곡스카이A단지(도시형),,,26,2,21.58,43.59,9
강서구,방화동,마곡스카이B단지 (도시형),,,35,3,35.44,72.38,8
강서구,방화동,마곡승윤노블리안,88000,95000,75,1,78.21,103.65,6
강서구,방화동,마곡우림필유,110000,120000,320,3,85.34,103.3,7
강서구,방화동,마곡우촌(민간임대),,,75,1,31.01,80.95,12
강서구,방화동,마곡일성트루엘,92000,125000,98,2,79.41,111.93,8
강서구,방화동,마곡제이엠팰리스(도시형),,,20,1,30.21,30.38,7
강서구,방화동,마곡중앙하이츠,59000,85000,930,8,51.19,75.37,5
강서구,방화동,마곡청구,75000,97000,209,3,77.55,105.73,11
강서구,방화동,마곡킹덤비바체(주상복합),,,20,1,20.81,24.35,5
강서구,방화동,마곡킹덤퀸터플(주상복합),,,11,1,27.55,59.75,6
강서구,방화동,마곡킹덤펜타리움(주상복합),,,28,2,17.78,28.52,5
강서구,방화동,마곡태승훼미리,85000,100000,76,1,82.89,104.3,8
강서구,방화동,마곡팰리스(도시형),,,29,2,23.73,67.21,5
강서구,방화동,마곡푸르지오,106000,140000,341,7,82.97,138.94,7
강서구,방화동,마곡한숲대림,73000,97000,206,3,73.03,108.24,1
강서구,방화동,마곡한진해모로,80000,99000,354,6,81.48,105.17,7
강서구,방화동,마곡현대,65000,93000,202,4,82.25,138.8,9
강서구,방화동,마곡현대1차,78000,120000,337,3,72.46,102.73,4
강서구,방화동,메종드아이디(주상복합),33000,34200,28,2,29.06,40.27,5
강서구,방화동,미라벨하우스(도시형),,,15,1,40.37,45.76,3
강서구,방화동,방화3단지청솔,60000,85000,488,3,50.41,76.56,1
강서구,방화동,방화4단지,120000,170000,680,13,122.51,158.72,2
강서구,방화동,방화5단지,57500,85000,1372,6,44.38,66.56,5
강서구,방화동,방화e-편한세상,82000,125000,279,4,78.1,131.66,1
강서구,방화동,방화개화,95000,180000,462,7,125.13,160.99,1
강서구,방화동,방화동부센트레빌2차,70000,170000,407,7,66.57,139.07,4
강서구,방화동,방화동일스위트2차,73000,73000,60,1,72.47,81.28,9
강서구,방화동,방화메이빌,52000,65000,90,1,85.92,104.32,5
강서구,방화동,방화우림필유3차,78000,100000,187,3,75.7,125,1
강서구,방화동,방화진로,77000,110000,160,2,105.45,105.86,4
강서구,방화동,방화태승훼미리2차,90000,90000,71,1,79.02,105.92,1
강서구,방화동,방화태승훼미리3차,90000,90000,49,1,101.89,126.18,2
강서구,방화동,방화태승훼미리4차,89000,89000,42,1,96.22,145.55,6
강서구,방화동,방화투웨니퍼스트(도시형),,,32,1,19.2,19.2,6
강서구,방화동,보노하우스(도시형),,,10,1,35.03,38.18,9
강서구,방화동,보람쉬움,85000,90000,97,2,106.89,107.17,4
강서구,방화동,보타닉타워(도시형),,,20,1,30.42,34.95,4
강서구,방화동,삼도,,,18,1,77.19,95.49,4
강서구,방화동,삼미,,,90,2,62.81,82.65,3
강서구,방화동,삼성꽃마을,68500,85000,206,3,76.18,107.83,9
강서구,방화동,삼정그린코아(주상복합),72000,75000,87,1,91.21,110.45,10
강서구,방화동,새로나음(도시형),,,52,1,24.2,57.85,10
강서구,방화동,샤론인텔리안(도시형),,,8,1,58.43,60.18,
강서구,방화동,성옥,,,36,1,67.17,67.17,3
강서구,방화동,세왕,,,19,1,87.56,173.04,11
강서구,방화동,수정(도시형),,,7,1,21.16,33.86,5
강서구,방화동,신동아,75000,95000,224,2,83.8,166.42,3
강서구,방화동,신라힐,,,14,1,64.28,85.41,2
강서구,방화동,신마곡벽산블루밍,,,298,5,56.64,116.02,3
강서구,방화동,신성,,,54,3,52.3,76.43,5
강서구,방화동,신세계,52000,75000,36,1,36.25,88.01,5
강서구,방화동,신안네트빌1단지,75000,82000,228,2,83.96,148.78,4
강서구,방화동,신안네트빌2단지,70000,72000,57,1,88.29,115.89,3
강서구,방화동,양진마니아,,,19,1,84.27,95.1,7
강서구,방화동,에어팰리스(도시형),1500,1500,126,1,23.04,30.41,5
강서구,방화동,예담스카이뷰(도시형),,,24,1,25.17,26.52,3
강서구,방화동,우림루미아트,89000,95000,79,2,73.92,104.05,7
강서구,방화동,원미,,,60,1,74.75,83.16,6
강서구,방화동,월드메르디앙(878),75000,90000,100,1,85.69,107.24,9
강서구,방화동,월드메르디앙(879),85000,88000,158,2,79.94,106.83,8
강서구,방화동,장미(도시개발1단지),55000,80000,387,3,52.77,77.96,4
강서구,방화동,제이스빌(도시형),,,20,1,25.15,35.47,4
강서구,방화동,제이엘카운티(주상복합),,,9,1,60.34,75.53,5
강서구,방화동,제이투리더스(도시형),,,16,1,30.69,41.26,7
강서구,방화동,지니스힐,70000,70000,19,1,96.51,175.62,5
강서구,방화동,청성,,,69,1,87.67,89.52,8
강서구,방화동,청성넥스빌,70000,80000,49,1,104.93,106.87,4
강서구,방화동,치현마을동일스위트리버1차,68000,90000,213,3,79.64,121.45,8
강서구,방화동,태청,,,18,1,60,110.89,6
강서구,방화동,통일1차,,,19,1,53.59,92.59,11
강서구,방화동,통일2차,72500,72500,28,2,89.22,94.91,7
강서구,방화동,하이골드빌,,,27,1,14.74,33.23,4
강서구,방화동,한림리첸빌(주상복합),79000,79000,32,2,93.71,94.01,9
강서구,방화동,한미,53000,68000,220,5,54.27,62.53,2
강서구,방화동,한오,,,60,1,61.36,61.81,1
강서구,방화동,현대가우스(도시형),,,12,1,37.16,38.2,6
강서구,방화동,형제,105000,105000,96,4,64.08,80.03,6
강서구,방화동,홍익,57000,60000,65,1,86.23,97.76,5
강서구,염창동,e편한세상염창,110000,203000,499,6,71.01,109.44,10
강서구,염창동,강변성원,82000,149000,297,3,77.82,148.23,2
강서구,염창동,강변코아루,139000,150000,130,3,109.5,142.31,2
강서구,염창동,강변한솔솔파크,110000,140000,455,8,108.21,110.48,8
강서구,염창동,강변힐스테이트,112000,155000,417,7,80.85,110.26,2
강서구,염창동,강서쌍용예가,115000,125000,152,4,87.64,110.37,10
강서구,염창동,극동,85000,120000,249,2,84.79,132.2,1
강서구,염창동,극동상록수,99000,120000,256,2,86.05,110.36,8
강서구,염창동,금호타운,89000,120000,290,4,79.84,107.52,10
강서구,염창동,노블레스,70000,75000,18,1,57.12,97.64,4
강서구,염창동,노블레스2차,,,19,1,56.94,93.15,2
강서구,염창동,노블레스3,80000,80000,8,1,102.53,120.93,2
강서구,염창동,대림,82000,120000,122,2,83.61,116.95,13
강서구,염창동,대명투웨니퍼스트(도시형),,,22,1,19.27,19.27,18
강서구,염창동,더에스에스타운(도시형),47900,47900,20,1,23.91,41.5,1
강서구,염창동,도화엘리시아(도시형),,,53,5,22.1,60.98,5
강서구,염창동,드림피아,90000,90000,65,2,100.92,108.28,1
강서구,염창동,등마루,,,80,4,36.41,36.41,5
강서구,염창동,등촌제이스카이(주상복합),43000,65000,78,2,41.49,64.69,5
강서구,염창동,리버펠리스,125000,175000,66,4,151.58,203.98,9
강서구,염창동,링크253(도시형),28500,47500,87,6,33.33,71.7,4
강서구,염창동,무학,90000,130000,273,5,88.59,142.01,8
강서구,염창동,밝은햇살,,,18,1,100.23,100.34,4
강서구,염창동,벽산늘푸른,81000,97000,206,2,79.72,104.9,13
강서구,염창동,보노하우스,,,8,1,33.69,33.89,
강서구,염창동,보람더하임1차(101~104동),120000,180000,202,4,103.73,136.97,3
강서구,염창동,보람더하임1차(105동),103000,130000,19,1,105.73,169.9,8
강서구,염창동,삼성관음,88000,120000,350,3,81.17,141.57,1
강서구,염창동,삼성하나로,73000,105000,178,1,79.99,104.2,2
