강남구,개포동,YH빌리지,,,,16, 1,33.02,36.32,34.67,11
강남구,개포동,개포래미안포레스트,180000,460000,320000,2296, 31,74.31,174.19,124.25,2
강남구,개포동,개포비버리하임(도시형),,,,29, 2,28.54,66.23,47.385000000000005,5
강남구,개포동,개포상지리츠빌,400000,400000,400000,18, 1,178.74,240.58,209.66000000000003,4
강남구,개포동,개포자이,280000,350000,315000,212, 4,160.71,204.52,182.615,1
강남구,개포동,개포자이르네,,,,28, 1,71.89,158.9,115.39500000000001,5
강남구,개포동,개포주공5단지,238000,285000,261500,940, 6,75.33,116.04,95.685,3
강남구,개포동,개포주공6단지,230000,290000,260000,1060, 9,68.43,107.31,87.87,2
강남구,개포동,개포주공7단지,230000,290000,260000,900, 8,73.43,114.72,94.075,2
강남구,개포동,개포프레지던스자이,225000,330000,277500,3375, 35,59.86,243.78,151.82,
강남구,개포동,개포현대(200동),,,,72, 1,101.55,101.55,101.55,1
강남구,개포동,개포현대2차(220동),,,,54, 1,98.54,98.54,98.54,1
강남구,개포동,개포현대5차,,,,18, 1,148.38,148.38,148.38,4
강남구,개포동,개포현대6차,,,,19, 1,116.85,154.77,135.81,10
강남구,개포동,경남,290000,420000,355000,678, 9,97.92,198.33,148.125,4
강남구,개포동,그루(주상복합),,,,20, 1,16.12,39.97,28.045,13
강남구,개포동,뉴현대파크빌,,,,10, 1,79.61,96.08,87.845,3
강남구,개포동,대청,155000,200000,177500,822, 6,56.5,81.67,69.08500000000001,2
강남구,개포동,대치2단지,117000,170000,143500,1758, 11,46.73,67.75,57.239999999999995,6
강남구,개포동,더샵그린,,,,19, 1,214.21,258.84,236.52499999999998,5
강남구,개포동,더샵트리에,300000,380000,340000,232, 2,132.23,135.57,133.89999999999998,2
강남구,개포동,디에이치아너힐즈,190000,530000,360000,1320, 23,67.54,202.81,135.175,13
강남구,개포동,디에이치퍼스티어아이파크,210000,700000,455000,6702, 74,50.73,230.69,140.71,
강남구,개포동,래미안블레스티지,180000,500000,340000,1957, 23,67.77,249.51,158.64,11
강남구,개포동,런던빌개포,,,,15, 1,28.6,40.61,34.605000000000004,9
강남구,개포동,렉스힐(주상복합),,,,8, 1,55.19,55.19,55.19,9
강남구,개포동,리더스,,,,10, 1,92.57,94.36,93.465,5
강남구,개포동,새롬,,,,41, 3,48.87,82.85,65.86,5
강남구,개포동,쌍용개포(주상복합),,,,16, 1,162.94,162.94,162.94,1
강남구,개포동,에버그린(주상복합),,,,9, 1,74.08,106.04,90.06,6
강남구,개포동,우성3차,285000,410000,347500,405, 5,110.6,182.45,146.52499999999998,4
강남구,개포동,우성6차,210000,265000,237500,270, 8,61.32,86.52,73.92,3
강남구,개포동,우성8차,240000,260000,250000,261, 3,98.87,109.35,104.11,7
강남구,개포동,우찬현대(101),,,,15, 1,65.21,156.31,110.75999999999999,6
강남구,개포동,우찬현대(102),,,,10, 1,71.89,152.26,112.07499999999999,6
강남구,개포동,우찬현대(103),,,,10, 1,71.89,152.26,112.07499999999999,6
강남구,개포동,포이벨리,,,,10, 1,98.3,98.3,98.3,4
강남구,개포동,한림,,,,12, 1,82.57,82.57,82.57,4
